Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
18.0,,Graduate,60000.0,C,95.0,,19.0,Engineering,Private,Low,High,Yes,Low,Medium,High,Negative,Low,58.0,No,4.0,Unhealthy,High,8.0,No,,No,No,Auditory,No,No,Low,3.0,Low,A
21.0,M,College,50000.0,C,,,12.0,Business,Private,High,High,Yes,Low,High,Low,Positive,Medium,61.0,No,6.0,Balanced,,3.0,No,Neutral,Yes,Yes,,Yes,No,High,2.0,High,A
,F,Some College,75000.0,A,73.0,,17.0,Engineering,Private,High,Medium,No,Medium,Medium,Low,,High,40.0,No,5.0,Healthy,High,8.0,No,Neutral,No,Yes,Auditory,Yes,No,High,2.0,High,C
22.0,M,Some College,30000.0,C,71.0,Low,16.0,Medicine,Private,Medium,High,Yes,Low,Low,Medium,Neutral,Low,80.0,No,9.0,Balanced,Medium,,No,Negative,No,,Kinesthetic,No,Yes,Medium,4.0,High,C
20.0,F,,60000.0,C,71.0,,20.0,Science,Public,,High,No,Low,High,High,Negative,Low,50.0,Yes,9.0,,High,5.0,No,,,No,Visual,No,Yes,Low,,Low,B
19.0,M,College,50000.0,B,91.0,Medium,7.0,,Public,Medium,High,No,,,Low,Negative,Low,37.0,No,9.0,Healthy,Low,2.0,Yes,Negative,No,,Kinesthetic,Yes,Yes,,3.0,High,C
22.0,M,Some College,40000.0,A,78.0,Medium,11.0,Law,Public,Low,High,No,High,Low,High,Positive,Medium,67.0,Yes,,Healthy,Low,9.0,No,Negative,Yes,No,Visual,No,No,Low,2.0,Medium,A
19.0,M,High School,50000.0,C,,Medium,9.0,Science,Private,Low,High,Yes,,Medium,Low,Negative,Medium,26.0,Yes,4.0,Balanced,High,,Yes,Positive,No,No,Kinesthetic,Yes,Yes,High,5.0,Medium,B
19.0,F,,50000.0,A,97.0,Low,,Arts,Private,Low,High,No,Low,,High,Neutral,Medium,51.0,Yes,5.0,,Medium,5.0,Yes,Negative,No,No,Visual,Yes,No,Medium,5.0,Low,C
18.0,F,High School,60000.0,B,79.0,High,11.0,Science,Public,,Low,No,Medium,Medium,High,,Medium,98.0,Yes,6.0,Healthy,Medium,3.0,No,Positive,Yes,No,Visual,No,,High,5.0,Medium,B
,M,High School,50000.0,C,74.0,High,11.0,Business,Public,High,Medium,No,Medium,High,Medium,Negative,Medium,41.0,No,8.0,Healthy,High,,Yes,Positive,Yes,No,Auditory,No,Yes,Medium,4.0,Medium,
22.0,F,Graduate,40000.0,A,71.0,High,20.0,Medicine,Private,Low,High,Yes,Low,Low,,,Medium,62.0,Yes,7.0,Balanced,Low,5.0,Yes,Negative,Yes,No,Auditory,,No,Medium,4.0,Medium,B
20.0,M,College,75000.0,B,84.0,High,5.0,Business,,,High,Yes,High,High,Medium,Negative,Medium,60.0,Yes,9.0,Balanced,Low,5.0,,Positive,,,Kinesthetic,Yes,Yes,Medium,6.0,Low,C
22.0,F,College,40000.0,C,92.0,,17.0,Science,Public,,,No,Medium,High,Medium,Positive,High,21.0,Yes,8.0,Unhealthy,Medium,3.0,Yes,Positive,Yes,No,Auditory,Yes,Yes,High,1.0,Medium,C
18.0,,Some College,40000.0,A,100.0,Medium,7.0,Arts,Public,High,Low,Yes,High,,Low,Neutral,High,99.0,Yes,9.0,Balanced,High,6.0,,Negative,Yes,Yes,Kinesthetic,No,Yes,,,High,B
18.0,,Graduate,40000.0,A,83.0,,14.0,Arts,Public,Medium,Low,,Low,Medium,Low,,High,100.0,Yes,,Unhealthy,Low,10.0,Yes,Negative,No,Yes,Auditory,No,No,Medium,4.0,High,C
20.0,F,High School,60000.0,B,72.0,Low,7.0,Engineering,Public,Medium,,Yes,High,High,Medium,,Low,,,,Healthy,High,10.0,No,,Yes,Yes,Kinesthetic,Yes,No,High,5.0,High,A
19.0,,College,75000.0,B,85.0,Low,13.0,Law,,Medium,Low,No,Medium,Low,Low,Negative,High,35.0,Yes,8.0,Balanced,Medium,,Yes,Neutral,Yes,Yes,,No,Yes,Medium,2.0,High,B
,,College,30000.0,A,76.0,Medium,12.0,Science,Public,High,Medium,Yes,Low,High,High,Neutral,Medium,43.0,No,4.0,Healthy,High,8.0,No,Neutral,Yes,Yes,Auditory,No,Yes,High,5.0,Low,A
22.0,F,Some College,60000.0,A,89.0,,20.0,Medicine,Public,Medium,Low,No,High,,Medium,Negative,Low,65.0,Yes,9.0,Healthy,Medium,8.0,No,Neutral,No,No,,No,Yes,High,6.0,,C
22.0,M,College,40000.0,,79.0,Medium,,Science,Private,,Low,No,High,High,High,Neutral,Low,72.0,Yes,7.0,Unhealthy,High,,No,Neutral,Yes,No,Visual,Yes,Yes,,,High,B
19.0,F,Some College,40000.0,A,78.0,Medium,19.0,Medicine,Public,,High,Yes,Medium,Medium,Low,Positive,High,56.0,No,9.0,Unhealthy,Low,6.0,,Positive,No,Yes,Auditory,No,No,High,6.0,Medium,A
18.0,F,Graduate,30000.0,A,77.0,High,8.0,Engineering,Public,Low,High,No,Low,Medium,Low,Negative,,94.0,Yes,7.0,Unhealthy,Low,4.0,No,Negative,Yes,No,Kinesthetic,Yes,No,Medium,,,C
18.0,M,Some College,,C,,High,13.0,Business,Private,Low,Low,Yes,High,High,,Neutral,High,21.0,Yes,8.0,Unhealthy,High,2.0,Yes,Positive,Yes,No,Kinesthetic,No,No,High,4.0,High,B
22.0,F,Some College,40000.0,A,76.0,,9.0,Engineering,,,Medium,No,Medium,Medium,Low,Negative,Medium,74.0,No,9.0,Unhealthy,Medium,10.0,,Positive,Yes,Yes,Auditory,Yes,Yes,Medium,6.0,,C
21.0,M,College,50000.0,C,92.0,Medium,14.0,Medicine,Public,Low,Medium,No,High,Low,Low,Positive,Low,94.0,Yes,9.0,Healthy,High,6.0,No,Neutral,Yes,No,Kinesthetic,No,No,Low,4.0,Medium,C
22.0,F,Some College,30000.0,A,76.0,Low,16.0,Medicine,Public,Medium,Low,No,High,High,Medium,,Medium,57.0,Yes,8.0,Unhealthy,Low,4.0,Yes,,No,No,Visual,Yes,Yes,High,4.0,Low,A
22.0,F,High School,75000.0,A,74.0,Low,20.0,Medicine,Public,Medium,Low,No,Low,Low,Medium,Positive,High,43.0,Yes,6.0,Healthy,Low,8.0,Yes,Positive,No,No,Auditory,Yes,Yes,Low,4.0,High,B
22.0,F,Some College,50000.0,C,98.0,Low,10.0,Engineering,Private,High,Low,No,Low,High,Medium,Neutral,Medium,75.0,Yes,4.0,Healthy,Low,8.0,Yes,Positive,No,Yes,Visual,No,Yes,Low,5.0,Medium,C
20.0,F,High School,40000.0,,75.0,Low,,Medicine,Private,Low,Medium,Yes,Medium,Low,Medium,Negative,Medium,,No,7.0,Unhealthy,High,,No,Negative,No,No,Visual,Yes,Yes,Low,5.0,High,B
,M,,50000.0,A,75.0,High,13.0,Business,Public,High,High,Yes,,Medium,High,Neutral,High,83.0,No,7.0,Unhealthy,Medium,10.0,,Negative,Yes,No,,Yes,No,,3.0,Medium,C
21.0,M,College,75000.0,A,74.0,Medium,6.0,Law,,Medium,Low,No,High,Low,Medium,Neutral,High,41.0,No,9.0,Balanced,Medium,7.0,No,Positive,Yes,No,Kinesthetic,Yes,No,High,1.0,High,B
22.0,,High School,40000.0,C,98.0,High,8.0,Engineering,Public,Medium,High,No,High,Medium,High,Negative,Medium,90.0,Yes,9.0,Balanced,High,5.0,Yes,Neutral,Yes,Yes,Kinesthetic,,Yes,Low,1.0,High,C
22.0,,Graduate,30000.0,A,,Medium,,Law,Private,High,,No,Low,High,Low,Negative,Low,42.0,Yes,4.0,Balanced,Low,,Yes,Positive,No,No,Auditory,Yes,,Medium,5.0,,C
21.0,M,College,75000.0,C,,Medium,,Engineering,Public,Medium,High,Yes,Medium,Low,Medium,Neutral,Low,62.0,Yes,4.0,,Low,8.0,No,Positive,Yes,,Visual,No,Yes,High,4.0,Low,B
18.0,F,College,50000.0,A,95.0,,10.0,Business,Public,Low,Medium,No,,High,,Positive,High,69.0,,7.0,Healthy,Low,,Yes,Positive,No,,Kinesthetic,Yes,Yes,High,,High,B
19.0,F,Graduate,50000.0,C,70.0,High,,Arts,Public,Medium,,No,Medium,Low,Low,Neutral,High,87.0,No,,Balanced,,9.0,Yes,Positive,No,No,Kinesthetic,Yes,No,Medium,4.0,High,
18.0,M,College,30000.0,A,100.0,High,,Science,Private,Medium,Medium,No,Medium,Low,High,Positive,Medium,38.0,Yes,5.0,Balanced,,4.0,Yes,Negative,No,Yes,Visual,No,No,High,1.0,Medium,A
,M,Some College,75000.0,C,95.0,High,12.0,Science,Private,Low,,Yes,Low,Low,Low,Neutral,,83.0,Yes,8.0,Balanced,Medium,10.0,No,Positive,Yes,No,Visual,No,,Medium,4.0,Medium,B
18.0,,College,60000.0,C,97.0,High,15.0,Science,Public,Low,High,Yes,Low,High,Medium,Positive,Medium,23.0,Yes,6.0,Healthy,High,4.0,,Neutral,Yes,Yes,Auditory,Yes,Yes,High,4.0,High,
20.0,F,Graduate,60000.0,B,98.0,Medium,13.0,,Private,Low,High,No,High,Low,Low,Neutral,Medium,39.0,No,8.0,,,6.0,No,Neutral,Yes,Yes,,No,Yes,Low,2.0,Low,B
20.0,F,High School,,A,96.0,Low,7.0,Arts,Private,High,High,No,High,Medium,Low,Negative,High,54.0,No,8.0,Unhealthy,Medium,5.0,Yes,,Yes,Yes,Visual,,Yes,Low,5.0,Low,C
19.0,F,Graduate,50000.0,B,94.0,Medium,20.0,Arts,Public,Low,Medium,Yes,Low,High,Low,Neutral,Medium,20.0,,8.0,Unhealthy,High,9.0,Yes,Neutral,Yes,Yes,Kinesthetic,No,,High,5.0,Low,B
19.0,M,,30000.0,B,98.0,Medium,12.0,Science,Public,Low,,No,Low,Low,Low,Neutral,,57.0,,6.0,Balanced,High,3.0,No,Positive,Yes,Yes,Visual,Yes,Yes,Medium,5.0,,A
22.0,M,College,50000.0,B,99.0,High,20.0,Law,Private,High,Medium,Yes,High,High,Medium,Negative,High,,No,,Healthy,High,9.0,,Positive,No,No,Auditory,,,Low,6.0,High,
19.0,M,High School,75000.0,C,83.0,High,6.0,Science,Public,Medium,Low,No,High,Low,High,,Medium,76.0,,8.0,Healthy,High,4.0,No,Positive,No,Yes,,No,Yes,High,5.0,Low,B
21.0,F,Graduate,30000.0,C,100.0,Medium,11.0,Engineering,Private,Medium,High,No,High,High,Medium,Positive,Medium,89.0,No,4.0,Balanced,Low,6.0,Yes,,No,No,Visual,Yes,No,High,2.0,High,A
,F,College,40000.0,A,99.0,,13.0,Engineering,Private,Low,Low,Yes,Low,High,,Positive,Low,74.0,No,6.0,Unhealthy,High,8.0,No,,No,No,Auditory,Yes,No,Low,3.0,Low,B
19.0,F,High School,75000.0,A,88.0,Medium,20.0,Business,,Medium,High,No,High,,Medium,Positive,High,70.0,No,8.0,Balanced,High,6.0,Yes,Negative,Yes,Yes,Kinesthetic,,Yes,Medium,2.0,,A
18.0,M,High School,60000.0,B,,High,8.0,Science,Private,Low,,,Low,Low,Medium,Positive,Medium,,Yes,7.0,Healthy,High,8.0,Yes,Positive,No,Yes,Visual,,Yes,Medium,1.0,Medium,C
20.0,F,Graduate,60000.0,C,96.0,High,8.0,Business,Public,High,Low,,,High,,,Low,50.0,No,7.0,,Medium,10.0,,Negative,Yes,Yes,,Yes,Yes,High,1.0,,B
21.0,M,Graduate,50000.0,C,84.0,High,None,Medicine,Private,Low,Medium,Yes,High,,Low,Positive,Medium,23.0,No,8.0,Unhealthy,Medium,3.0,Yes,Positive,No,Yes,Auditory,No,No,High,4.0,Low,C
18.0,M,Some College,50000.0,B,70.0,Medium,10.0,Law,Public,High,Medium,No,High,High,,,Low,25.0,Yes,,Unhealthy,High,10.0,,Neutral,No,No,Auditory,Yes,No,Medium,3.0,Low,B
18.0,F,Graduate,50000.0,B,99.0,Low,18.0,Engineering,Private,Low,Medium,No,High,High,Low,Neutral,Low,100.0,Yes,5.0,Balanced,Medium,5.0,No,Positive,No,Yes,Kinesthetic,Yes,Yes,High,3.0,Low,A
20.0,,College,30000.0,B,90.0,High,7.0,Medicine,Public,Low,Medium,No,High,High,Medium,Negative,Low,86.0,No,8.0,Healthy,High,10.0,No,,No,No,Kinesthetic,No,Yes,High,6.0,High,C
22.0,M,College,75000.0,C,88.0,Low,7.0,Engineering,Private,Medium,Low,Yes,Medium,High,High,Negative,Medium,84.0,Yes,8.0,,Medium,,Yes,Negative,Yes,,Kinesthetic,No,Yes,Low,4.0,High,C
21.0,,High School,75000.0,A,92.0,Low,9.0,,Public,Low,High,Yes,High,Medium,Low,,High,87.0,,5.0,,High,9.0,Yes,Neutral,No,No,Kinesthetic,Yes,No,High,6.0,Medium,C
,F,Some College,75000.0,B,74.0,High,5.0,Business,Private,Low,High,Yes,Medium,Low,Medium,Neutral,High,68.0,Yes,7.0,,Medium,5.0,Yes,Positive,Yes,No,Kinesthetic,Yes,Yes,,6.0,Low,C
,F,Graduate,60000.0,A,,High,13.0,Medicine,Public,Low,High,No,Medium,Low,High,Neutral,Medium,36.0,Yes,9.0,Healthy,Medium,2.0,Yes,Negative,No,No,Kinesthetic,No,No,High,,Low,C
18.0,M,College,50000.0,B,92.0,Medium,16.0,Medicine,Private,High,High,Yes,Medium,Low,Medium,Positive,High,79.0,Yes,4.0,Healthy,High,9.0,No,Positive,Yes,Yes,Auditory,Yes,No,High,1.0,Medium,B
22.0,F,Graduate,60000.0,B,90.0,Low,,Law,Public,Low,Low,No,Low,Low,Low,Negative,Medium,72.0,No,9.0,Balanced,Medium,5.0,No,Neutral,,Yes,Visual,Yes,Yes,High,5.0,High,B
21.0,F,College,,C,80.0,Low,7.0,Arts,Private,High,High,No,High,High,Medium,Positive,Low,87.0,No,7.0,Balanced,Medium,5.0,No,Negative,Yes,,Kinesthetic,Yes,No,Low,1.0,High,B
22.0,M,Some College,40000.0,,73.0,High,17.0,Engineering,Public,Low,High,Yes,Low,Low,Medium,Neutral,Medium,62.0,Yes,5.0,,Low,8.0,No,Negative,Yes,No,Kinesthetic,Yes,Yes,Medium,2.0,Medium,B
18.0,M,Graduate,60000.0,B,82.0,High,16.0,Medicine,Public,Medium,Medium,No,Low,Low,Medium,Positive,Low,27.0,No,4.0,Unhealthy,High,,,Positive,Yes,No,Auditory,Yes,Yes,,1.0,Medium,B
19.0,F,Some College,75000.0,,76.0,High,11.0,,Private,Low,High,Yes,,High,Medium,Positive,Medium,,Yes,6.0,Healthy,Medium,9.0,Yes,Negative,Yes,No,Visual,Yes,,Medium,3.0,Low,A
20.0,F,College,50000.0,C,96.0,Low,9.0,Business,,Low,High,Yes,High,High,Medium,Negative,Medium,65.0,No,9.0,Healthy,,5.0,No,Negative,Yes,No,Visual,Yes,Yes,High,6.0,Low,A
22.0,M,College,75000.0,A,81.0,Medium,,Engineering,Private,,Low,Yes,High,,High,Neutral,High,51.0,,8.0,,Medium,9.0,,Neutral,Yes,No,Visual,Yes,Yes,High,2.0,,B
20.0,M,Graduate,40000.0,C,83.0,High,8.0,Medicine,Private,High,,No,Low,Medium,Low,Negative,High,,No,6.0,Healthy,High,7.0,Yes,Neutral,No,Yes,,No,No,High,6.0,,B
19.0,,College,60000.0,,99.0,Low,,,Public,High,Medium,Yes,High,High,Low,Neutral,Medium,88.0,No,8.0,,High,7.0,,Positive,Yes,Yes,Auditory,No,No,High,4.0,High,B
20.0,F,Graduate,40000.0,C,75.0,Low,16.0,Engineering,Private,High,High,No,Low,Medium,High,Neutral,High,29.0,No,9.0,Unhealthy,High,10.0,No,,,Yes,Auditory,No,Yes,Low,2.0,High,C
21.0,F,Graduate,40000.0,A,99.0,Medium,20.0,Business,Private,High,Low,,Medium,High,High,,Low,94.0,Yes,7.0,Balanced,Low,6.0,Yes,Neutral,Yes,Yes,Visual,Yes,No,Medium,5.0,Medium,B
21.0,F,College,60000.0,A,70.0,Low,11.0,Science,Public,Medium,Medium,No,Medium,High,Low,Positive,Medium,86.0,No,4.0,Balanced,Medium,6.0,Yes,Negative,,Yes,Kinesthetic,No,,Medium,6.0,Low,C
22.0,F,Graduate,40000.0,C,85.0,Medium,10.0,Science,Public,Low,Medium,No,Medium,Medium,Medium,Neutral,Medium,82.0,Yes,7.0,Unhealthy,Medium,2.0,Yes,Positive,No,No,Visual,Yes,No,Medium,3.0,High,C
19.0,F,,40000.0,A,87.0,Medium,,,Private,Medium,Low,No,Medium,High,High,,High,53.0,Yes,5.0,Unhealthy,Medium,4.0,No,Positive,,Yes,Kinesthetic,No,,Medium,1.0,High,B
22.0,F,College,30000.0,C,70.0,Medium,10.0,Law,Public,Low,,No,,Low,Low,Negative,Medium,74.0,No,4.0,Healthy,Low,10.0,Yes,Positive,Yes,Yes,Visual,No,,Medium,2.0,,B
21.0,M,High School,40000.0,A,84.0,Low,13.0,Medicine,Private,Medium,Low,Yes,Medium,,Medium,,,24.0,,6.0,Balanced,Medium,8.0,No,,No,No,Auditory,Yes,No,High,6.0,Medium,A
21.0,M,,60000.0,A,85.0,Low,9.0,Engineering,Private,,High,No,,High,Medium,Neutral,Medium,57.0,,4.0,Balanced,Medium,3.0,Yes,Neutral,Yes,Yes,Auditory,Yes,Yes,Low,4.0,Medium,B
18.0,M,College,75000.0,B,92.0,,10.0,Law,Public,High,High,,Medium,Medium,Medium,Positive,Low,31.0,No,8.0,Unhealthy,,2.0,Yes,Negative,Yes,Yes,Visual,Yes,Yes,Low,4.0,,A
21.0,M,Graduate,40000.0,A,90.0,High,11.0,Law,Private,Medium,High,Yes,Medium,Medium,,,High,67.0,Yes,4.0,,High,5.0,No,Negative,,No,Kinesthetic,No,Yes,Medium,,Medium,A
19.0,M,,40000.0,C,76.0,High,12.0,Arts,Public,Low,Low,No,Medium,Low,Low,Positive,Medium,91.0,No,6.0,,Medium,3.0,Yes,Positive,Yes,No,,Yes,No,,4.0,Low,A
19.0,M,High School,50000.0,C,81.0,Low,18.0,Law,Private,Low,Low,Yes,High,Medium,,Negative,Medium,57.0,No,7.0,Balanced,Medium,2.0,,Positive,Yes,No,Visual,Yes,Yes,High,1.0,Medium,B
21.0,F,College,30000.0,B,87.0,Medium,13.0,Law,Public,Low,,No,,Low,Medium,Neutral,,47.0,Yes,6.0,,Low,3.0,Yes,Positive,No,Yes,Kinesthetic,No,Yes,High,,,B
18.0,F,College,30000.0,C,94.0,Medium,14.0,Law,,Medium,,Yes,High,High,Low,Negative,Medium,83.0,Yes,7.0,Unhealthy,,10.0,No,Negative,,No,,No,No,High,3.0,Low,A
20.0,F,Some College,40000.0,A,96.0,,12.0,Business,Private,High,Medium,Yes,Low,Medium,Low,Negative,Low,83.0,Yes,9.0,Balanced,High,2.0,No,Neutral,,Yes,Kinesthetic,No,Yes,Low,5.0,Low,C
19.0,F,College,40000.0,C,78.0,High,17.0,Law,Private,Low,Low,No,Medium,High,Medium,Negative,,85.0,No,4.0,Unhealthy,High,8.0,Yes,Negative,Yes,No,Kinesthetic,No,No,Medium,2.0,Low,B
21.0,F,College,40000.0,A,,High,16.0,Medicine,Private,Low,High,Yes,High,Low,High,Neutral,Low,83.0,Yes,4.0,Healthy,Low,,No,Neutral,Yes,No,Kinesthetic,No,No,Low,4.0,High,B
18.0,M,,30000.0,B,82.0,Medium,20.0,Medicine,Public,Low,High,Yes,Low,Low,Low,Neutral,High,25.0,Yes,,,Medium,5.0,Yes,Positive,No,Yes,Kinesthetic,Yes,Yes,Medium,6.0,Low,A
22.0,M,Some College,75000.0,C,76.0,Low,6.0,Arts,,,,Yes,,Low,Medium,Neutral,,40.0,No,5.0,Unhealthy,High,4.0,No,Negative,Yes,Yes,Kinesthetic,No,No,High,2.0,High,B
21.0,M,College,30000.0,B,77.0,Medium,20.0,Law,Public,High,Medium,Yes,Low,Low,Medium,Negative,Low,86.0,Yes,6.0,Balanced,High,,No,Negative,No,No,Kinesthetic,No,Yes,Medium,1.0,High,A
22.0,M,High School,60000.0,C,71.0,Low,15.0,Business,Private,High,Medium,No,High,Low,,Positive,High,90.0,Yes,8.0,Balanced,High,2.0,No,Neutral,Yes,Yes,Kinesthetic,No,No,High,,Medium,C
19.0,M,High School,40000.0,A,99.0,High,10.0,Business,Public,Medium,Medium,Yes,Medium,Low,Medium,Neutral,Low,92.0,No,6.0,Balanced,Low,9.0,No,Negative,No,No,Visual,Yes,,High,5.0,,C
19.0,M,Some College,40000.0,A,84.0,High,17.0,Law,Public,Medium,Medium,Yes,High,,Low,,High,24.0,No,4.0,Unhealthy,Low,3.0,Yes,,No,Yes,Visual,No,Yes,Medium,5.0,Medium,A
21.0,F,High School,,C,71.0,Low,11.0,Arts,Public,High,Low,No,Medium,High,High,Neutral,Low,59.0,No,5.0,Balanced,Low,6.0,No,Positive,Yes,No,Kinesthetic,Yes,No,Medium,5.0,High,B
21.0,F,Some College,60000.0,C,86.0,Medium,15.0,Law,,Low,Medium,Yes,High,Low,High,Positive,High,27.0,Yes,8.0,Balanced,Low,3.0,,Neutral,Yes,Yes,Auditory,No,No,High,2.0,Low,B
20.0,,College,30000.0,A,83.0,High,18.0,Engineering,Public,High,Low,,High,High,Medium,,Low,62.0,,4.0,Unhealthy,Medium,6.0,Yes,Positive,No,No,Kinesthetic,No,No,Medium,1.0,Low,
,F,,75000.0,A,71.0,High,,Law,Private,Low,Low,No,High,High,Medium,Positive,Medium,45.0,Yes,4.0,,High,5.0,Yes,Neutral,,Yes,Visual,Yes,Yes,Low,,,
18.0,,College,60000.0,A,95.0,High,17.0,Engineering,,,High,No,Low,Low,Low,Negative,Medium,48.0,No,5.0,,Low,2.0,Yes,Negative,No,Yes,Auditory,,,High,3.0,,B
20.0,M,Some College,40000.0,A,92.0,High,13.0,,Public,Low,High,No,High,Low,High,Neutral,Low,79.0,,6.0,Unhealthy,High,10.0,Yes,Neutral,No,Yes,Auditory,Yes,Yes,Medium,2.0,High,C
,F,College,75000.0,A,80.0,,16.0,Engineering,Private,Medium,Medium,Yes,Low,,High,Negative,High,36.0,No,6.0,Healthy,High,3.0,No,Negative,No,No,Kinesthetic,No,Yes,High,5.0,Medium,B
19.0,M,Graduate,50000.0,A,,,8.0,Medicine,Private,Low,Medium,Yes,High,High,Medium,Neutral,Medium,81.0,No,5.0,Balanced,High,8.0,No,Positive,Yes,Yes,Kinesthetic,,,Low,2.0,Medium,A
22.0,M,Graduate,75000.0,A,91.0,High,15.0,Engineering,Private,,High,Yes,Medium,High,Medium,Neutral,High,84.0,No,9.0,Balanced,High,9.0,Yes,Positive,Yes,Yes,Visual,No,Yes,High,1.0,Low,A
18.0,M,College,50000.0,C,77.0,Medium,11.0,Law,Private,High,High,No,Low,Low,High,Neutral,High,96.0,No,5.0,Healthy,Medium,8.0,Yes,Neutral,Yes,No,Kinesthetic,No,,,6.0,Medium,A
20.0,M,High School,75000.0,C,90.0,Medium,16.0,Arts,Private,Medium,High,Yes,Low,,Medium,Positive,Low,,No,9.0,Unhealthy,High,10.0,Yes,Negative,No,No,Kinesthetic,Yes,Yes,Medium,5.0,Low,C
22.0,M,College,50000.0,C,99.0,High,7.0,Medicine,Private,Low,Low,No,Low,Low,High,,Low,83.0,No,5.0,Healthy,Medium,4.0,Yes,Negative,No,No,Visual,No,No,Medium,2.0,Medium,B
19.0,F,College,50000.0,C,91.0,,20.0,Science,Private,Low,High,,Medium,High,Medium,Positive,Medium,63.0,No,4.0,Unhealthy,Low,6.0,Yes,Neutral,No,No,Kinesthetic,No,Yes,Low,4.0,Low,B
19.0,F,Graduate,40000.0,C,93.0,Low,8.0,Engineering,Private,High,Low,Yes,Medium,Medium,Low,Negative,Low,72.0,Yes,5.0,,Low,2.0,No,,Yes,Yes,Visual,Yes,No,Low,3.0,Medium,B
19.0,M,,50000.0,,76.0,Low,5.0,Business,Private,Low,Low,No,Medium,Medium,Low,Negative,Low,81.0,,8.0,Unhealthy,High,3.0,,Neutral,No,Yes,,Yes,,High,1.0,Medium,B
18.0,M,Some College,40000.0,A,74.0,High,8.0,Science,Private,Low,High,Yes,Medium,High,Low,Negative,Medium,29.0,Yes,8.0,Healthy,Low,9.0,Yes,Positive,No,No,Visual,Yes,Yes,Medium,5.0,Low,A
22.0,,College,,C,84.0,Low,13.0,Business,Public,Low,Medium,Yes,Medium,Medium,Low,Positive,High,63.0,,7.0,Balanced,High,10.0,,Negative,Yes,No,Visual,Yes,Yes,High,5.0,Medium,C
19.0,M,College,,B,96.0,Low,18.0,Business,Private,High,High,Yes,High,Medium,Low,Negative,High,30.0,No,9.0,Healthy,High,7.0,No,Neutral,,No,Auditory,No,,Medium,3.0,,
20.0,F,Some College,60000.0,B,,,19.0,,Private,Low,Low,Yes,Medium,Low,Low,Negative,Medium,49.0,Yes,6.0,Balanced,High,2.0,Yes,Negative,No,Yes,Visual,No,Yes,Medium,3.0,High,A
18.0,F,Some College,75000.0,,,High,19.0,Law,Private,Low,High,Yes,Medium,High,Medium,Positive,Low,89.0,No,6.0,Unhealthy,High,4.0,No,Neutral,No,No,Kinesthetic,No,No,Low,1.0,Low,B
22.0,M,College,60000.0,B,84.0,High,,Law,Public,High,Medium,No,Low,High,Low,Neutral,Medium,49.0,No,5.0,Unhealthy,High,5.0,No,,No,Yes,Visual,Yes,No,Medium,4.0,Low,C
19.0,M,Some College,40000.0,A,85.0,Medium,20.0,Arts,Public,Medium,High,Yes,High,High,High,Positive,Medium,66.0,Yes,9.0,Unhealthy,Low,10.0,No,Positive,No,No,Visual,No,No,Medium,4.0,Low,
,F,Graduate,30000.0,C,84.0,Low,12.0,Science,Public,Low,Medium,Yes,Medium,Low,,,Low,42.0,Yes,8.0,Healthy,High,9.0,No,Negative,No,Yes,Auditory,No,No,Low,1.0,Low,
19.0,F,Some College,75000.0,A,87.0,,10.0,Arts,Public,Medium,Low,Yes,Low,High,High,Neutral,Medium,82.0,Yes,5.0,Balanced,High,6.0,Yes,,No,Yes,Kinesthetic,No,Yes,Medium,5.0,Medium,B
20.0,F,College,30000.0,C,72.0,Low,15.0,Science,Private,Medium,High,No,Medium,Low,High,Positive,Low,80.0,Yes,4.0,Unhealthy,High,6.0,No,Neutral,No,Yes,Auditory,No,Yes,Low,6.0,Medium,B
20.0,M,,60000.0,A,87.0,Medium,11.0,Law,Private,Low,Medium,,Medium,Low,High,Negative,Medium,33.0,,9.0,Healthy,High,5.0,Yes,Positive,Yes,No,,No,Yes,High,3.0,Medium,A
19.0,M,High School,60000.0,B,79.0,High,11.0,,Private,Medium,Medium,Yes,High,Low,Medium,Neutral,Medium,95.0,Yes,8.0,Balanced,,6.0,Yes,Negative,No,Yes,Auditory,Yes,No,Low,2.0,,C
22.0,,Graduate,75000.0,C,99.0,High,9.0,Arts,Private,Medium,Low,Yes,High,High,High,Neutral,Medium,98.0,Yes,6.0,,High,6.0,No,Neutral,No,No,Kinesthetic,Yes,Yes,Medium,5.0,High,A
22.0,M,Graduate,60000.0,A,93.0,Low,14.0,Law,Public,Low,High,No,Low,,High,Positive,Low,56.0,Yes,9.0,Unhealthy,Low,9.0,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,High,6.0,Medium,C
21.0,M,Some College,50000.0,A,74.0,High,20.0,Engineering,Private,Medium,High,Yes,Low,High,High,Negative,Low,63.0,Yes,4.0,Balanced,Low,3.0,No,Negative,Yes,No,Auditory,Yes,No,Medium,2.0,,B
