Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,stream,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
22,,College,75000,A,79,High,8,Science,Private,Medium,Medium,Yes,Low,Medium,Medium,Negative,Medium,100,,,Balanced,High,6,No,Negative,Yes,No,Kinesthetic,No,Yes,,1,Low,B
20,,Graduate,40000,B,94,Low,11,Engineering,Private,High,High,Yes,,Medium,Low,Neutral,Low,73,,9,Balanced,Medium,7,No,Positive,Yes,No,Visual,Yes,No,Medium,2,High,
21,M,College,60000,C,91,High,10,Science,,Low,High,Yes,Low,Medium,Low,Positive,High,78,No,7,Unhealthy,Medium,4,,Negative,,No,Auditory,No,No,Medium,2,,A
21,F,College,50000,C,88,High,15,Business,Private,Medium,High,Yes,Medium,Low,Medium,Negative,High,91,Yes,4,,High,3,Yes,Negative,No,Yes,Auditory,No,No,Low,5,Low,B
20,F,College,60000,C,98,Medium,20,Engineering,Private,Low,Medium,No,High,Low,,Positive,High,23,Yes,,Healthy,Medium,6,Yes,Positive,Yes,No,,Yes,Yes,High,4,Low,C
18,M,Graduate,30000,B,97,High,12,Science,,Medium,Medium,No,Medium,High,High,Negative,High,65,No,,Unhealthy,Medium,9,Yes,Positive,Yes,No,Kinesthetic,Yes,No,Medium,3,Low,C
19,M,,30000,C,98,High,20,Arts,Private,Medium,,Yes,Low,Medium,Low,Positive,High,78,No,5,Healthy,High,8,,Negative,Yes,,Auditory,No,,Low,,Low,
18,M,Some College,50000,A,95,Low,18,Engineering,Public,,Medium,,Medium,Medium,,Neutral,High,64,No,7,Balanced,,4,Yes,Positive,Yes,No,Auditory,Yes,No,Medium,,Medium,B
21,,Graduate,30000,B,94,,11,Science,,Low,Medium,,Medium,,,Positive,Low,74,No,6,Healthy,Medium,9,No,Negative,Yes,Yes,Visual,No,Yes,High,6,High,A
20,M,Graduate,50000,A,94,High,20,Science,Public,Low,Medium,Yes,,High,Medium,Positive,Medium,30,Yes,6,Healthy,Low,8,Yes,Negative,,Yes,Kinesthetic,Yes,,High,2,Low,C
18,F,College,,A,89,,12,Business,Public,Medium,Low,No,Low,,Low,Negative,Medium,67,No,6,Healthy,Low,7,No,Negative,Yes,,Visual,Yes,,Medium,4,Medium,A
22,F,Graduate,40000,C,92,Low,,Business,Public,High,Low,Yes,,Low,,Negative,High,20,Yes,6,Unhealthy,Low,9,No,Neutral,Yes,No,Visual,No,No,Low,6,Low,C
20,F,High School,75000,A,84,Low,8,Business,Private,Low,High,No,Medium,High,,Negative,Medium,58,No,5,Unhealthy,High,,No,Positive,Yes,,Kinesthetic,Yes,Yes,,4,High,A
20,,High School,30000,A,91,High,5,Law,Public,High,Low,Yes,High,Medium,Medium,Neutral,High,,Yes,,Balanced,Low,9,Yes,,Yes,,Kinesthetic,No,,Medium,1,Low,B
,F,Graduate,50000,A,88,Medium,10,Arts,Public,High,Low,No,Medium,Medium,Medium,Positive,High,27,No,7,Unhealthy,High,2,No,Negative,Yes,Yes,Auditory,No,Yes,High,6,Medium,A
18,F,College,40000,,79,Medium,10,Engineering,Private,,,No,Low,High,Medium,Neutral,High,81,Yes,8,Unhealthy,,8,No,Positive,Yes,No,Visual,No,No,High,1,Medium,A
20,F,College,,C,,Low,17,Business,Public,High,Medium,No,Medium,High,Medium,Neutral,Low,85,Yes,8,Healthy,,10,Yes,Neutral,No,Yes,Auditory,Yes,No,Medium,2,High,C
19,M,High School,30000,A,87,Low,,Law,Public,Medium,High,No,Low,Medium,Medium,Negative,Low,99,No,,Healthy,Medium,3,No,Negative,No,No,Kinesthetic,Yes,Yes,,6,Low,A
22,F,,60000,C,71,Medium,12,Engineering,Private,High,,,Low,Low,Medium,,High,67,No,6,Balanced,,7,Yes,Negative,Yes,Yes,Visual,No,Yes,,3,Medium,
19,M,Graduate,75000,B,,Low,11,Science,Private,High,High,No,High,High,Medium,Positive,Medium,53,Yes,7,Balanced,Low,4,No,Neutral,,Yes,Auditory,Yes,No,Medium,4,Medium,C
,F,Graduate,60000,A,74,Low,15,Business,Private,Medium,Medium,Yes,High,Low,Medium,Neutral,,74,Yes,,Unhealthy,Low,9,No,Positive,No,Yes,Visual,No,No,High,3,Medium,B
,F,Some College,40000,A,76,High,13,Law,,Medium,Low,Yes,High,Medium,High,Negative,Medium,,No,5,Balanced,High,7,No,Neutral,No,No,Auditory,No,No,High,,Low,A
22,M,College,60000,C,78,High,,Business,Public,Medium,High,No,Low,High,Medium,Positive,Low,,Yes,5,Unhealthy,High,3,No,Negative,Yes,Yes,Auditory,No,Yes,High,6,Low,B
19,M,Some College,75000,A,83,Medium,14,Engineering,Public,Low,Low,No,High,Low,High,Positive,Medium,97,Yes,6,Unhealthy,High,7,Yes,Neutral,Yes,No,,Yes,Yes,,,,B
18,F,Some College,60000,A,71,Medium,7,Medicine,Public,Medium,,Yes,Low,,Medium,Positive,Medium,32,Yes,6,Healthy,Low,7,Yes,Negative,No,No,Visual,Yes,Yes,Medium,4,Low,A
21,M,High School,40000,A,86,High,8,Law,Public,Low,Medium,,Low,Low,High,Neutral,Low,72,No,4,Balanced,High,3,Yes,Positive,No,Yes,Auditory,Yes,,Low,5,High,C
20,F,Graduate,60000,,,High,12,Science,Private,High,Low,,Medium,Low,Medium,Negative,High,24,No,7,Unhealthy,Low,6,Yes,Positive,Yes,Yes,Visual,Yes,,High,2,Medium,A
21,M,High School,40000,C,83,High,18,Arts,,Low,,Yes,Medium,Medium,High,Negative,High,,,9,Unhealthy,Medium,4,No,Neutral,Yes,Yes,Visual,No,No,Low,2,Low,
19,F,High School,75000,B,80,High,18,,Public,Low,Low,Yes,Medium,Medium,Low,Positive,Medium,83,Yes,4,Unhealthy,,2,No,Negative,No,Yes,Kinesthetic,Yes,Yes,High,4,Low,B
19,F,High School,40000,A,92,Low,9,Business,Private,Medium,,Yes,Medium,Medium,Medium,Positive,Medium,,Yes,7,Healthy,High,2,No,Negative,No,No,Auditory,Yes,Yes,High,,Low,B
21,F,College,30000,,85,Medium,12,,Private,High,High,Yes,High,High,High,Positive,Low,,Yes,8,Balanced,High,6,,Neutral,Yes,,Visual,Yes,No,Low,5,High,A
19,F,College,60000,A,,Medium,18,Engineering,,Medium,Medium,,High,High,High,Neutral,Medium,48,No,6,Healthy,Medium,2,Yes,Positive,No,Yes,Auditory,Yes,Yes,Medium,2,Medium,A
21,F,High School,50000,B,100,Medium,16,Business,Public,Low,Medium,Yes,,Medium,,Positive,High,72,No,4,Balanced,Low,10,No,Positive,No,No,Kinesthetic,Yes,No,Low,5,Low,
18,F,College,50000,C,100,High,,Engineering,Private,Medium,Medium,Yes,Low,Low,Low,Neutral,Medium,93,Yes,4,Balanced,Low,3,No,Positive,No,No,Visual,,Yes,High,6,Medium,C
,F,Graduate,50000,C,97,Low,12,Engineering,,High,Low,No,Low,Medium,Medium,Neutral,Low,97,No,6,Healthy,,8,No,Neutral,,No,Kinesthetic,Yes,Yes,Low,2,Low,B
18,F,Some College,75000,C,,High,17,Engineering,Private,Low,Medium,No,Medium,,Low,Positive,High,,Yes,,Unhealthy,High,7,No,Negative,Yes,Yes,Auditory,Yes,No,Medium,1,Medium,C
21,M,College,30000,C,96,Low,10,Arts,Public,Low,Medium,No,Medium,,Low,Neutral,Medium,38,Yes,7,Healthy,High,5,,Neutral,No,Yes,,No,Yes,High,,Low,B
22,F,High School,75000,,89,Low,19,Law,Private,High,High,Yes,Medium,High,Low,Neutral,Medium,69,No,7,Balanced,High,2,Yes,Negative,No,Yes,,No,No,High,4,High,B
20,M,Some College,75000,C,83,High,15,,Private,Medium,Medium,Yes,,Medium,Low,,Medium,83,No,9,Healthy,Low,6,,Negative,Yes,No,Auditory,,No,Low,1,Low,C
18,,Some College,40000,A,96,Low,12,Arts,Private,Medium,High,,High,Low,High,,Medium,78,No,4,Balanced,Medium,10,Yes,Positive,No,Yes,Auditory,Yes,Yes,Medium,5,Low,A
21,F,College,30000,B,71,Low,9,Business,Public,Medium,Medium,No,High,Medium,High,Neutral,High,92,No,8,Unhealthy,Medium,8,No,Neutral,Yes,Yes,Kinesthetic,,No,Low,,Low,B
20,F,High School,75000,A,85,,,Engineering,,Medium,High,Yes,Low,High,High,Negative,Medium,55,No,5,,Medium,2,Yes,Positive,Yes,Yes,Kinesthetic,,,High,4,Low,C
20,M,Some College,,,95,Medium,20,Science,Private,,High,No,Medium,Low,,Negative,Low,66,Yes,4,Unhealthy,High,9,,Neutral,Yes,No,Visual,Yes,No,Low,1,Medium,B
18,F,High School,40000,C,,Low,16,Arts,Public,Low,High,Yes,Low,,High,Neutral,Medium,91,No,8,,Medium,,No,Positive,No,,Visual,Yes,No,Medium,2,,B
22,M,College,,C,82,Medium,18,,Private,Medium,Medium,Yes,High,Medium,High,Positive,High,83,Yes,9,Healthy,Medium,5,Yes,Negative,No,,Kinesthetic,Yes,No,Medium,2,Low,A
22,F,Graduate,60000,B,78,Medium,,Science,Private,Low,Medium,No,,High,Low,Neutral,Low,39,Yes,9,Healthy,Medium,5,No,Neutral,Yes,Yes,,Yes,Yes,,6,Medium,B
,F,College,,C,95,Medium,19,Business,Private,Low,High,Yes,Medium,Medium,High,Positive,High,34,No,9,Balanced,High,3,Yes,Positive,Yes,Yes,,No,Yes,Medium,6,,B
,M,High School,75000,,76,Medium,15,Science,Private,High,High,Yes,Low,High,Low,Neutral,Medium,,No,8,Balanced,High,7,,Neutral,Yes,,Kinesthetic,Yes,No,Medium,4,Medium,B
18,,High School,75000,B,98,High,19,Science,Public,Low,Medium,Yes,Low,High,Medium,Positive,Medium,92,No,9,,High,6,Yes,,Yes,No,Auditory,Yes,Yes,Medium,3,High,C
20,F,College,60000,A,76,Low,7,Law,Private,High,Low,No,High,Medium,High,Neutral,,91,No,6,Healthy,Medium,2,,Positive,No,Yes,Visual,Yes,No,High,2,High,B
18,F,Some College,,B,91,High,15,,Public,Medium,Medium,No,High,Low,Low,Positive,,85,Yes,9,Balanced,Medium,3,Yes,Neutral,Yes,Yes,Auditory,Yes,No,Medium,4,High,C
20,,,60000,C,,Medium,18,Law,Public,Medium,High,Yes,Medium,Low,Medium,Negative,Medium,66,Yes,6,Unhealthy,Low,5,No,Positive,No,No,Kinesthetic,No,No,Low,4,,C
19,M,High School,30000,B,87,Low,,Engineering,Private,High,Low,Yes,Medium,Low,Low,Negative,Low,71,No,9,Balanced,Medium,6,No,Positive,Yes,No,Kinesthetic,,No,Medium,5,High,C
20,F,Graduate,40000,B,75,High,19,Business,Public,Low,Low,Yes,Low,Medium,High,,Medium,35,,9,Healthy,Low,4,No,Negative,Yes,Yes,Kinesthetic,No,Yes,Medium,6,Low,
19,F,High School,50000,B,76,Low,,Law,,High,High,No,High,High,High,Neutral,High,84,No,4,Balanced,,5,Yes,Positive,No,Yes,Auditory,No,Yes,Low,5,Low,
22,M,High School,,B,81,Medium,15,Law,Private,High,Low,Yes,High,Medium,High,Neutral,High,72,Yes,8,Balanced,Low,4,Yes,Neutral,,No,Kinesthetic,Yes,,Low,6,Medium,
19,F,High School,,C,73,Low,15,Science,Public,Low,,Yes,Medium,,Medium,Negative,Low,51,No,4,Unhealthy,Low,10,No,,No,No,Visual,Yes,Yes,,6,,B
18,F,Graduate,75000,A,98,High,12,Law,Public,Low,Medium,Yes,Low,Low,Medium,Positive,,64,No,8,,Low,8,Yes,Neutral,,Yes,,Yes,No,,6,Low,C
18,F,Some College,40000,A,98,Medium,13,Law,Private,High,Low,No,High,Medium,Medium,Neutral,High,25,Yes,5,,Low,4,No,Neutral,No,No,Auditory,No,No,Medium,,High,A
19,F,Some College,30000,A,81,High,,Science,Private,Low,Low,No,Low,Low,Medium,Positive,Low,53,No,5,Balanced,Medium,4,Yes,Positive,Yes,No,Auditory,Yes,Yes,Low,,High,B
19,,Some College,50000,A,98,High,14,Medicine,Public,Low,Low,No,High,High,Medium,Neutral,Low,92,,6,Balanced,High,2,Yes,Positive,,Yes,Auditory,Yes,No,Low,3,,A
19,F,High School,50000,B,86,High,6,Medicine,Private,Low,High,No,Medium,Low,Low,Negative,Low,44,Yes,7,Unhealthy,High,10,Yes,Neutral,Yes,Yes,Auditory,No,No,Medium,5,Low,A
18,M,Graduate,60000,C,70,High,13,Science,Private,Medium,Low,No,Medium,Low,High,Negative,Low,86,No,9,Healthy,Medium,4,Yes,Negative,Yes,No,Auditory,Yes,No,Low,2,High,A
,F,,,B,80,Low,10,Law,,Low,High,Yes,,,Low,Positive,Medium,34,No,5,Healthy,Medium,6,,Neutral,Yes,Yes,Visual,No,Yes,High,5,Medium,C
,,Graduate,40000,C,73,Medium,16,Science,Public,,Low,No,High,High,Low,Negative,High,20,Yes,9,Unhealthy,Low,4,Yes,Negative,Yes,No,Visual,Yes,Yes,High,2,Low,B
18,M,Some College,60000,A,,High,14,Arts,Private,Low,Medium,No,High,Low,High,Neutral,High,81,Yes,8,Healthy,Low,10,No,,Yes,Yes,Kinesthetic,No,Yes,Low,3,High,B
18,M,High School,40000,B,75,Low,15,Law,Public,High,,No,High,Medium,Medium,Negative,High,93,,4,Balanced,High,6,No,Negative,Yes,Yes,Visual,Yes,Yes,Medium,4,Medium,B
21,F,College,60000,A,80,High,18,Science,Public,High,High,Yes,High,Medium,,Positive,High,,Yes,7,,High,,Yes,Neutral,No,No,Auditory,,No,Medium,6,Low,A
19,M,Some College,60000,C,82,Low,9,Medicine,Public,High,High,Yes,Low,Low,High,Neutral,Medium,92,Yes,7,Unhealthy,,2,Yes,,No,Yes,Kinesthetic,,Yes,,4,Low,A
19,M,Some College,75000,C,97,Medium,13,Law,,Medium,Medium,Yes,Medium,Low,High,Neutral,,83,No,4,Healthy,Medium,3,Yes,Negative,Yes,No,Kinesthetic,Yes,No,,5,High,A
19,M,,40000,C,93,,,Science,Private,Low,High,Yes,Low,Low,Medium,,Medium,58,No,9,Unhealthy,High,3,Yes,Neutral,Yes,No,Visual,Yes,Yes,Medium,,High,A
22,F,,40000,A,93,,20,Arts,Public,,,Yes,High,Low,Medium,Neutral,High,80,Yes,7,Balanced,Low,7,Yes,Positive,No,Yes,,No,No,Medium,4,Low,C
18,F,College,60000,C,91,Low,11,Medicine,Private,Medium,Low,No,,,Low,Negative,High,77,Yes,9,Balanced,Low,3,No,Negative,No,,Kinesthetic,Yes,No,Medium,1,High,A
22,F,Graduate,50000,B,72,Low,16,Law,Private,Low,High,Yes,Low,Low,Low,Neutral,High,71,No,7,,Low,5,No,Negative,No,,Visual,No,Yes,Medium,,Medium,B
22,,Graduate,75000,B,85,High,,Arts,Public,High,Medium,No,High,Low,Low,Neutral,Medium,52,No,9,Unhealthy,,4,Yes,Positive,Yes,Yes,Visual,Yes,Yes,Medium,2,Low,C
19,F,College,60000,C,,Medium,17,Business,Public,,Low,Yes,Low,High,Medium,Negative,High,,Yes,4,Healthy,Medium,8,Yes,Negative,No,No,Auditory,No,Yes,High,,Low,A
20,,College,60000,B,87,Low,16,Medicine,Public,Medium,High,Yes,High,Low,High,Neutral,Medium,67,Yes,6,Balanced,Medium,8,No,Positive,No,Yes,Auditory,Yes,No,High,5,Low,C
,M,Some College,50000,A,91,Low,19,Business,Public,Low,Medium,No,Low,Low,Low,Neutral,Low,91,No,9,Unhealthy,High,,Yes,Neutral,Yes,No,Visual,No,No,Medium,2,Medium,B
18,M,College,40000,B,,Medium,,Engineering,Public,Medium,High,Yes,Low,Medium,Low,Negative,Medium,20,No,4,Unhealthy,Low,2,No,Positive,Yes,,,No,Yes,Medium,1,,
20,,College,50000,C,74,Low,20,Arts,Public,Low,,Yes,Low,High,Low,Positive,High,30,Yes,6,Healthy,Low,6,No,Negative,Yes,Yes,Kinesthetic,No,No,Medium,,High,C
21,F,College,,A,75,High,19,Medicine,Private,High,Medium,No,Low,,Medium,Positive,High,32,No,7,Balanced,Medium,8,Yes,Positive,No,,Kinesthetic,No,,Medium,3,Low,C
22,M,Graduate,50000,B,93,,11,Business,Private,Low,Medium,No,Medium,Medium,Medium,Neutral,High,89,,7,,Medium,8,,Negative,Yes,,Auditory,No,No,High,6,High,B
18,,Graduate,60000,A,85,,14,Science,Public,High,High,No,,Low,High,Negative,Low,70,,4,Healthy,High,8,Yes,Negative,No,No,,Yes,Yes,Low,5,Low,A
21,M,College,40000,C,,High,11,,Public,Low,High,Yes,High,High,Medium,Negative,Medium,70,No,9,Unhealthy,Low,5,No,Neutral,No,Yes,Visual,No,,Low,4,Medium,B
20,F,,60000,B,77,,8,Medicine,Private,,Low,Yes,Medium,High,Low,Negative,Medium,60,Yes,,Healthy,Low,9,No,Negative,Yes,,Visual,No,No,Low,3,High,A
22,F,College,40000,B,82,Medium,10,Arts,Private,High,,No,High,Low,Low,Neutral,Low,92,No,5,Balanced,High,3,Yes,Neutral,Yes,No,Visual,Yes,No,Medium,3,High,A
,M,Graduate,60000,C,89,Low,8,Medicine,Private,High,Medium,Yes,High,High,,Neutral,Low,50,No,9,Healthy,High,3,No,,No,No,,No,No,High,4,High,B
,F,College,30000,C,98,Medium,10,Law,Public,Low,Medium,No,Low,High,,Neutral,Medium,29,No,9,Healthy,Low,9,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,High,2,High,A
18,F,High School,50000,,84,Medium,13,Science,Public,Low,High,Yes,Low,Low,Medium,,Low,76,No,8,Healthy,High,3,Yes,Positive,No,Yes,Visual,No,No,Medium,5,Medium,C
19,M,Graduate,30000,B,99,Low,12,Arts,Private,High,,Yes,Low,Medium,High,Neutral,Low,22,No,6,Healthy,Medium,5,,Negative,Yes,Yes,Visual,Yes,Yes,High,1,High,B
18,F,Some College,50000,A,,High,12,Medicine,Private,Low,High,No,Low,Medium,Low,Neutral,High,73,Yes,7,Balanced,Medium,8,No,Negative,Yes,Yes,Auditory,No,Yes,High,3,High,B
18,M,College,60000,C,91,High,8,Science,Private,Medium,Medium,No,High,Medium,Low,Neutral,High,87,,6,Balanced,High,10,Yes,Neutral,No,No,Auditory,No,Yes,Low,4,Medium,B
22,,College,30000,A,98,Medium,12,Engineering,Public,,Medium,Yes,Low,Medium,High,Negative,High,47,Yes,5,Balanced,Low,,Yes,,Yes,No,Auditory,Yes,,High,2,High,
19,F,High School,30000,A,81,Medium,7,,Private,Low,Medium,Yes,Low,Low,Medium,Neutral,Low,94,Yes,7,Balanced,Low,,Yes,Neutral,Yes,No,Kinesthetic,No,No,Medium,5,Low,C
18,F,Some College,50000,B,75,High,17,Law,Public,Low,High,Yes,Medium,High,High,Neutral,Low,,Yes,9,Balanced,Medium,3,Yes,Negative,Yes,Yes,Visual,,Yes,,4,High,C
20,F,High School,40000,C,95,High,5,Medicine,Public,Medium,High,No,Low,Medium,Medium,Positive,High,31,Yes,5,Healthy,Low,8,,,No,No,Auditory,,,High,1,Low,
20,F,Some College,30000,C,77,High,17,Business,Public,High,Medium,Yes,Low,High,High,Negative,Medium,99,Yes,6,,High,7,No,Positive,No,,Visual,Yes,Yes,Low,,Low,A
20,M,High School,75000,A,94,Medium,19,Engineering,Private,Medium,Medium,No,High,High,Low,Positive,,99,No,9,Unhealthy,Low,8,Yes,Negative,No,No,Visual,No,No,High,6,Low,B
21,M,Some College,75000,,76,Medium,14,Law,Public,Low,Medium,No,High,High,High,Positive,Medium,23,Yes,9,Unhealthy,Low,8,No,Neutral,Yes,No,Visual,No,No,Medium,1,High,A
18,M,College,30000,,98,Low,5,Law,Public,Low,Medium,No,,High,Medium,Neutral,Medium,,Yes,4,Unhealthy,High,9,Yes,Negative,Yes,Yes,Visual,Yes,Yes,,5,High,A
21,M,College,30000,A,84,Medium,6,Science,Public,Medium,Low,Yes,Medium,Low,Medium,Negative,High,22,No,9,Balanced,Medium,7,No,Negative,Yes,No,Visual,Yes,Yes,Medium,,Medium,A
22,M,Some College,,B,72,Low,5,Medicine,Private,Medium,Medium,Yes,Medium,Low,,Positive,Low,71,No,7,Unhealthy,Medium,6,No,Neutral,No,No,Visual,,No,Low,2,Medium,A
,M,Graduate,,A,92,Low,,Science,Private,Low,High,Yes,High,Low,High,Negative,Low,,Yes,5,Unhealthy,Low,,No,Positive,,Yes,,Yes,Yes,High,2,,C
22,M,College,30000,B,88,High,18,Engineering,Public,Medium,Low,No,Low,High,Medium,Neutral,High,81,Yes,6,Balanced,Medium,5,Yes,Negative,,Yes,,No,Yes,,6,High,C
21,F,High School,,C,70,Low,9,Law,Public,High,Medium,Yes,High,High,Medium,Positive,Medium,26,No,4,Healthy,High,9,No,Positive,No,No,Visual,Yes,Yes,Low,5,Medium,B
,F,Some College,30000,C,79,Low,16,Science,Private,Medium,Medium,Yes,High,Low,Medium,,,98,No,9,Balanced,Medium,10,No,Negative,Yes,Yes,Kinesthetic,No,Yes,Low,4,High,A
21,M,Graduate,75000,C,75,High,7,Science,Private,High,Low,No,High,Low,Medium,Neutral,Low,62,No,8,Healthy,,10,Yes,Neutral,No,Yes,Kinesthetic,No,Yes,,5,Low,A
18,M,Some College,50000,A,90,High,9,Law,Public,High,Low,Yes,High,Medium,Low,,Low,38,Yes,9,Healthy,Low,5,,Negative,No,Yes,Auditory,Yes,No,,5,Medium,B
18,F,High School,75000,B,,,10,Arts,Public,Medium,High,Yes,Medium,,High,Negative,Low,48,Yes,7,,Medium,9,Yes,Negative,,,Visual,No,No,High,4,High,B
21,F,College,40000,B,75,Medium,11,Science,Private,Medium,Low,Yes,Low,,High,Neutral,High,80,No,4,Balanced,Medium,9,No,Neutral,,Yes,Kinesthetic,Yes,No,Medium,5,High,B
20,F,College,75000,A,82,,6,Science,Private,,Medium,No,Low,,Medium,Positive,Medium,68,No,7,Balanced,Low,,Yes,Neutral,No,No,Visual,Yes,No,High,2,Low,A
18,F,,30000,B,,Low,15,Law,,High,Low,Yes,High,Medium,,Negative,Low,58,No,6,Healthy,Low,9,Yes,Neutral,Yes,No,,No,Yes,Medium,3,,B
19,F,College,50000,C,100,Medium,15,Science,Private,Medium,Medium,No,Medium,High,Medium,Negative,Low,36,Yes,7,Balanced,Medium,7,,Negative,Yes,Yes,Visual,Yes,No,,6,Low,A
19,M,Graduate,30000,A,,High,6,Law,Public,Low,Medium,No,Medium,Medium,Medium,Negative,High,,No,8,Healthy,High,6,Yes,Negative,,Yes,Auditory,Yes,No,Medium,3,Low,
19,M,High School,75000,B,97,Low,,Medicine,Private,Low,Medium,No,Medium,Medium,High,Neutral,,25,,6,Balanced,Low,7,No,Negative,Yes,Yes,Kinesthetic,Yes,No,Low,4,Medium,A
22,F,Some College,50000,C,82,Low,19,Engineering,,Low,Medium,No,Medium,High,Medium,Negative,Low,39,Yes,5,Healthy,High,3,No,Neutral,No,No,Kinesthetic,No,No,Medium,3,,C
22,F,,40000,B,,Medium,19,Engineering,Private,High,Low,No,High,Low,Medium,Negative,Medium,92,No,9,Healthy,Low,2,Yes,Neutral,No,No,,Yes,,Medium,6,High,A
20,F,High School,30000,A,93,Medium,20,,Private,High,Low,Yes,Medium,Medium,Low,Neutral,Low,23,No,5,Balanced,Medium,,No,Negative,No,No,Visual,Yes,No,Low,1,,A
20,M,College,40000,A,,Low,15,Medicine,Private,,High,Yes,Medium,Low,Low,Neutral,Medium,56,No,9,Unhealthy,Medium,8,Yes,Positive,No,Yes,Visual,,No,High,,,B
20,F,College,40000,C,70,Low,14,Law,Public,High,Medium,No,High,Medium,High,,High,55,Yes,7,Healthy,High,7,Yes,Neutral,Yes,Yes,Kinesthetic,No,Yes,Medium,1,Low,B
21,,Graduate,40000,,84,High,10,Medicine,Public,Medium,High,No,High,,Medium,Negative,Medium,23,,8,Unhealthy,Medium,9,Yes,Neutral,Yes,Yes,Visual,Yes,Yes,Low,,High,A
18,M,High School,60000,B,90,High,20,Business,Private,Medium,High,Yes,Medium,High,High,Positive,Medium,,No,4,Balanced,Medium,3,Yes,Positive,No,Yes,,No,Yes,High,4,Low,
,F,Some College,75000,B,82,High,,Law,Public,Medium,High,No,Low,Low,High,Negative,,29,,5,,Medium,,No,Neutral,,Yes,Kinesthetic,Yes,,High,,Medium,A
20,F,High School,50000,B,80,High,13,Arts,Public,,Low,No,High,High,Low,Neutral,Medium,,No,4,Balanced,High,,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,No,High,3,High,B
21,F,Some College,75000,A,,Low,13,Arts,Private,Medium,High,Yes,High,Low,Low,Negative,Low,94,No,5,Unhealthy,Low,,Yes,Neutral,No,No,,No,No,High,4,Medium,C
18,M,Graduate,75000,A,90,High,8,Arts,Private,Low,High,Yes,Low,,High,Neutral,Low,49,No,,Unhealthy,Medium,6,Yes,Neutral,No,Yes,Auditory,Yes,No,Low,1,Medium,B
22,F,College,75000,B,84,High,10,Arts,,High,Medium,Yes,,Low,Low,Positive,Medium,61,No,4,Balanced,Low,5,Yes,Neutral,Yes,Yes,Kinesthetic,No,No,Medium,5,,B
20,F,Graduate,40000,A,89,Medium,11,Business,Private,High,Medium,Yes,High,High,High,Positive,High,66,No,4,Unhealthy,High,3,No,Positive,No,Yes,Kinesthetic,Yes,Yes,Medium,3,Medium,A
20,F,High School,50000,B,83,Low,10,Arts,Public,High,Low,Yes,Medium,High,High,Positive,Medium,37,No,,Healthy,High,8,No,Positive,Yes,No,Kinesthetic,Yes,Yes,High,4,,A
22,M,Graduate,75000,,77,Low,16,Business,Private,Medium,Low,No,Medium,Low,High,Positive,High,46,Yes,9,Healthy,Medium,8,Yes,Positive,No,No,Visual,Yes,Yes,High,5,High,C
20,F,Some College,30000,A,76,High,,Engineering,Private,Low,Low,No,Low,Medium,,Positive,Medium,42,No,,Healthy,Low,6,Yes,Neutral,Yes,Yes,Visual,Yes,,Low,5,High,B
22,F,College,,B,93,Low,14,Business,Public,High,High,Yes,,Medium,Medium,Negative,Low,82,Yes,4,Unhealthy,Low,2,Yes,Positive,No,,Visual,Yes,No,Medium,3,Low,C
22,F,High School,60000,A,99,High,16,Science,Public,High,High,,Medium,Low,,Negative,Medium,41,Yes,,Unhealthy,Medium,,No,Neutral,Yes,Yes,Kinesthetic,No,,Low,2,Low,B
21,F,College,50000,A,82,Low,15,Engineering,Public,Low,Low,Yes,Medium,Low,High,Neutral,High,67,,8,Healthy,High,7,No,Negative,No,No,Auditory,No,No,Medium,,Medium,B
19,M,Some College,50000,B,88,High,,Arts,Public,Low,Low,Yes,Low,High,High,,High,72,No,7,Unhealthy,Low,3,No,,Yes,No,Auditory,Yes,No,Low,5,,B
21,,Some College,60000,A,75,Medium,8,Medicine,Public,High,Medium,Yes,Low,Low,,,Low,81,No,6,Healthy,High,9,Yes,Positive,,Yes,,Yes,No,Low,5,High,C
20,M,High School,,B,85,Medium,,Engineering,Private,High,,No,Low,Low,High,Neutral,High,88,,7,Balanced,High,8,Yes,Negative,,No,Kinesthetic,Yes,No,Low,2,Medium,C
22,F,High School,40000,B,71,Medium,,Law,Public,High,,No,Medium,Low,Low,Neutral,Medium,50,No,8,Unhealthy,High,3,Yes,Positive,No,No,,Yes,,High,2,High,C
19,M,College,50000,C,89,Medium,20,Science,Public,Low,Low,Yes,High,Low,High,Neutral,Medium,74,Yes,4,Balanced,Medium,6,Yes,Positive,Yes,Yes,Visual,No,Yes,Low,1,,C
,M,Some College,75000,,81,Medium,7,Law,Public,Medium,Medium,No,Medium,Low,High,Negative,High,64,Yes,4,Healthy,Medium,4,No,Neutral,Yes,No,Kinesthetic,No,No,Medium,3,Low,C
